89.83,96.18,errs, analogies, stationary, racquet, stargazer, imbeciles, slighting
98.6,99.9,sleeping, grinder, hardy, snappily, tricolours, forum, dredging
98.44,99.89,sleeping, grinder, means, snappily, tricolours, forum, dredging
96.97,99.77,sleeping, grinder, means, snappily, tricolours, condors, dredging
95.37,99.53,sleeping, grinder, means, snappily, tricolours, condors, serfs
95.0,99.45,sleeping, grinder, means, snappily, chastises, condors, serfs
96.16,99.67,sleeping, grinder, means, snappily, chastises, condors, motility
95.4,99.54,sleeping, grinder, means, pensions, chastises, condors, motility
95.71,99.6,sleeping, grinder, platefuls, pensions, chastises, condors, motility
95.88,99.63,sleeping, grinder, programmed, pensions, chastises, condors, motility
95.19,99.5,sleeping, grinder, programmed, pensions, chastises, occupies, motility
94.29,99.26,sleeping, grinder, programmed, pensions, chastises, altruistically, motility
94.94,99.44,sleeping, grinder, debit, pensions, chastises, altruistically, motility
93.4,98.94,sleeping, retype, debit, pensions, chastises, altruistically, motility
95.89,99.63,sleeping, retype, debit, pensions, chastises, wildcats, motility
95.45,99.55,sleeping, retype, debit, relish, chastises, wildcats, motility
92.06,98.24,seldom, retype, debit, relish, chastises, wildcats, motility
92.62,98.57,seldom, retype, debit, relish, makeweight, wildcats, motility
91.54,97.86,seldom, underwrite, debit, relish, makeweight, wildcats, motility
90.58,97.02,seldom, underwrite, debit, catastrophic, makeweight, wildcats, motility
89.41,95.62,seldom, underwrite, debit, catastrophic, suffrage, wildcats, motility
90.42,96.85,seldom, emulate, debit, catastrophic, suffrage, wildcats, motility
92.42,98.45,acclamation, emulate, debit, catastrophic, suffrage, wildcats, motility
93.71,99.07,harry, emulate, debit, catastrophic, suffrage, wildcats, motility
95.96,99.64,watt, emulate, debit, catastrophic, suffrage, wildcats, motility
96.59,99.73,watt, emulate, debit, catastrophic, suffrage, wildcats, turgidity
98.77,99.91,watt, emulate, debit, milepost, suffrage, wildcats, turgidity
98.42,99.89,watt, emulate, debit, hideouts, suffrage, wildcats, turgidity
97.55,99.83,watt, emulate, debit, hideouts, suffrage, neuroses, turgidity
98.21,99.88,watt, emulate, debit, hideouts, suffrage, neuroses, deadline
97.36,99.81,watt, emulate, debit, mosses, suffrage, neuroses, deadline
98.64,99.9,watt, emulate, debit, mosses, crossbones, neuroses, deadline
98.18,99.87,watt, emulate, zithers, mosses, crossbones, neuroses, deadline
97.9,99.86,watt, emulate, zithers, yuck, crossbones, neuroses, deadline
98.26,99.88,watt, lessors, zithers, yuck, crossbones, neuroses, deadline
98.25,99.88,watt, lessors, zithers, sealers, crossbones, neuroses, deadline
98.61,99.9,watt, assessors, zithers, sealers, crossbones, neuroses, deadline
98.12,99.87,watt, assessors, disadvantaged, sealers, crossbones, neuroses, deadline
98.21,99.88,watt, assessors, disadvantaged, ripened, crossbones, neuroses, deadline
98.04,99.86,watt, assessors, writing, ripened, crossbones, neuroses, deadline
98.26,99.88,watt, bawdiest, writing, ripened, crossbones, neuroses, deadline
97.46,99.82,watt, evangelists, writing, ripened, crossbones, neuroses, deadline
98.4,99.89,watt, evangelists, abbot, ripened, crossbones, neuroses, deadline
99.02,99.92,watt, evangelists, abbot, assembler, crossbones, neuroses, deadline
100.01,99.95,watt, entries, abbot, assembler, crossbones, neuroses, deadline
101.16,99.97,watt, entries, abbot, rumba, crossbones, neuroses, deadline
101.07,99.97,watt, entries, outraging, rumba, crossbones, neuroses, deadline
100.32,99.96,watt, entries, outraging, rumba, arsenic, neuroses, deadline
100.04,99.95,watt, entries, outraging, rumba, threadbare, neuroses, deadline
100.53,99.96,watt, entries, outraging, rumba, poncho, neuroses, deadline
99.29,99.93,watt, entries, outraging, rumba, into, neuroses, deadline
98.74,99.9,watt, entries, outraging, rumba, into, walkover, deadline
99.48,99.93,watt, entries, outraging, rumba, into, walkover, mildews
99.53,99.94,watt, entries, outraging, rumba, into, fussier, mildews
100.67,99.97,watt, entries, outraging, balalaika, into, fussier, mildews
100.79,99.97,watt, entries, outraging, balalaika, into, referenda, mildews
100.39,99.96,watt, entries, outraging, balalaika, into, regressions, mildews
100.81,99.97,watt, entries, outraging, balalaika, hills, regressions, mildews
100.03,99.95,watt, entries, outraging, balalaika, hills, regressions, pithier
98.64,99.9,watt, entries, outraging, squelch, hills, regressions, pithier
98.13,99.87,watt, entries, outraging, squelch, hills, regressions, exhale
97.44,99.82,watt, entries, outraging, squelch, hills, sew, exhale
98.43,99.89,watt, entries, outraging, squelch, hills, sew, outpatient
97.66,99.84,watt, entries, outraging, mapped, hills, sew, outpatient
98.39,99.89,watt, entries, outraging, mapped, hills, sew, joyed
98.28,99.88,watt, entries, outraging, waning, hills, sew, joyed
98.36,99.88,watt, entries, rookeries, waning, hills, sew, joyed
98.09,99.87,watt, entries, rookeries, waning, hills, sisterly, joyed
98.51,99.89,watt, entries, rookeries, waning, hills, food, joyed
98.71,99.9,watt, entries, rookeries, tangerines, hills, food, joyed
99.13,99.92,watt, entries, rookeries, tangerines, hills, delinquents, joyed
99.25,99.93,watt, entries, sobriquet, tangerines, hills, delinquents, joyed
98.62,99.9,watt, entries, amazon, tangerines, hills, delinquents, joyed
98.59,99.9,galvanometer, entries, amazon, tangerines, hills, delinquents, joyed
97.61,99.83,galvanometer, entries, amazon, tangerines, hills, delinquents, sighted
98.04,99.86,galvanometer, entries, amazon, tangerines, hills, subscribes, sighted
98.04,99.86,galvanometer, entries, amazon, tangerines, hills, liabilities, sighted
98.5,99.89,galvanometer, entries, amazon, tangerines, nudists, liabilities, sighted
98.4,99.89,galvanometer, entries, amazon, tangerines, nudists, flair, sighted
98.82,99.91,galvanometer, entries, amazon, tangerines, nudists, flair, trivialise
99.4,99.93,galvanometer, entries, amazon, tangerines, jerkier, flair, trivialise
100.11,99.95,galvanometer, entries, amazon, tangerines, jerkier, flair, rained
101.46,99.98,galvanometer, entries, amazon, tangerines, jerkier, flair, inaugurated
101.45,99.98,galvanometer, entries, amazon, tangerines, jerkier, ruggedly, inaugurated
101.69,99.98,galvanometer, entries, amazon, tangerines, jerkier, sure, inaugurated
101.87,99.98,galvanometer, entries, amazon, chasms, jerkier, sure, inaugurated
101.02,99.97,redounded, photoelectric, comedies, windlass, submitted, forum, impoverishing
100.51,99.96,pivots, photoelectric, comedies, windlass, submitted, forum, impoverishing
99.33,99.93,pivots, photoelectric, unemployment, windlass, submitted, forum, impoverishing
99.97,99.95,tactful, photoelectric, unemployment, windlass, submitted, forum, impoverishing
100.02,99.95,tactful, photoelectric, unemployment, windlass, submitted, forum, troikas
99.03,99.92,tactful, photoelectric, unemployment, windlass, submitted, bleed, troikas
98.67,99.9,divers, photoelectric, unemployment, windlass, submitted, bleed, troikas
99.28,99.93,rubbishing, photoelectric, unemployment, windlass, submitted, bleed, troikas
99.3,99.93,freaky, photoelectric, unemployment, windlass, submitted, bleed, troikas
99.13,99.92,freaky, photoelectric, unemployment, windlass, submitted, leaven, troikas
99.61,99.94,freaky, maple, unemployment, windlass, submitted, leaven, troikas
97.94,99.86,freaky, maple, radiance, windlass, submitted, leaven, troikas
99.66,99.94,freaky, maple, benefited, windlass, submitted, leaven, troikas
99.68,99.94,waveband, maple, benefited, windlass, submitted, leaven, troikas
100.66,99.97,waveband, maple, benefited, windlass, submitted, leaven, organises
100.48,99.96,waveband, maple, benefited, windlass, submitted, internalising, organises
100.86,99.97,waveband, maple, benefited, windlass, submitted, guzzle, organises
100.59,99.96,waveband, maple, benefited, windlass, submitted, guzzle, wit
99.11,99.92,waveband, maple, benefited, tumbledown, submitted, guzzle, wit
97.89,99.85,waveband, maple, benefited, historic, submitted, guzzle, wit
98.11,99.87,waveband, maple, benefited, historic, submitted, guzzle, labia
97.74,99.84,waveband, showman, benefited, historic, submitted, guzzle, labia
99.0,99.92,waveband, showman, cols, historic, submitted, guzzle, labia
98.09,99.87,nettled, showman, cols, historic, submitted, guzzle, labia
98.03,99.86,nettled, obligations, cols, historic, submitted, guzzle, labia
97.52,99.83,occlusion, obligations, cols, historic, submitted, guzzle, labia
95.88,99.63,sob, obligations, cols, historic, submitted, guzzle, labia
96.41,99.71,sob, rumba, cols, historic, submitted, guzzle, labia
97.93,99.86,updated, rumba, cols, historic, submitted, guzzle, labia
98.56,99.9,updated, rumba, cols, historic, arbitration, guzzle, labia
98.29,99.88,updated, industrialists, cols, historic, arbitration, guzzle, labia
98.31,99.88,updated, presupposes, cols, historic, arbitration, guzzle, labia
98.45,99.89,updated, watches, cols, historic, arbitration, guzzle, labia
99.75,99.94,updated, watches, cols, historic, arbitration, pantheistic, labia
99.53,99.94,updated, watches, cols, business, arbitration, pantheistic, labia
99.48,99.94,updated, watches, cols, football, arbitration, pantheistic, labia
100.3,99.96,updated, debut, cols, football, arbitration, pantheistic, labia
101.46,99.98,updated, debut, cols, spinsters, arbitration, pantheistic, labia
100.28,99.96,updated, debut, cols, epidermal, arbitration, pantheistic, labia
101.3,99.98,updated, debut, cols, epidermal, arbitration, pantheistic, powerful
102.67,99.99,updated, debut, cols, epidermal, arbitration, pantheistic, yelled
100.26,99.96,updated, paperless, cols, epidermal, arbitration, pantheistic, yelled
100.52,99.96,updated, transferring, cols, epidermal, arbitration, pantheistic, yelled
101.18,99.97,updated, pelicans, cols, epidermal, arbitration, pantheistic, yelled
100.88,99.97,updated, pelicans, cols, epidermal, certification, pantheistic, yelled
100.1,99.95,updated, pelicans, cols, epidermal, eviction, pantheistic, yelled
100.07,99.95,updated, pelicans, cols, epidermal, slowdown, pantheistic, yelled
101.16,99.97,updated, pelicans, cols, epidermal, cheap, pantheistic, yelled
101.81,99.98,updated, pelicans, cols, epidermal, cheap, desecrates, yelled
100.9,99.97,updated, pelicans, cols, epidermal, cheap, desecrates, closest
100.9,99.97,updated, nosiness, cols, epidermal, cheap, desecrates, closest
99.43,99.93,updated, nosiness, cols, epidermal, cheap, devilry, closest
101.05,99.97,updated, disparaged, cols, epidermal, cheap, devilry, closest
100.88,99.97,updated, disparaged, cols, epidermal, cheap, devilry, burglary
100.21,99.96,updated, disparaged, cols, epidermal, cheap, isle, burglary
100.11,99.95,updated, disparaged, cols, epidermal, conversion, isle, burglary
99.76,99.94,updated, disparaged, cols, epidermal, bumptious, isle, burglary
100.41,99.96,updated, disparaged, cols, epidermal, pinball, isle, burglary
100.48,99.96,updated, disparaged, cols, epidermal, pinball, tinnitus, burglary
99.73,99.94,updated, categorisations, cols, epidermal, pinball, tinnitus, burglary
99.8,99.95,updated, categorisations, cols, epidermal, pinball, personifies, burglary
99.77,99.94,updated, categorisations, cols, epidermal, pinball, sleeper, burglary
99.95,99.95,updated, conquistadores, cols, epidermal, pinball, sleeper, burglary
99.8,99.94,discuss, conquistadores, cols, epidermal, pinball, sleeper, burglary
99.11,99.92,discuss, conquistadores, cols, epidermal, pinball, sleeper, rankles
98.35,99.88,discuss, conquistadores, cols, epidermal, pinball, celebrations, rankles
98.8,99.91,discuss, destitution, cols, epidermal, pinball, celebrations, rankles
100.04,99.95,discuss, throatily, cols, epidermal, pinball, celebrations, rankles
99.97,99.95,discuss, throatily, cols, epidermal, pinball, toilets, rankles
98.99,99.92,discuss, throatily, cols, epidermal, pinball, reunified, rankles
99.54,99.94,discuss, throatily, cols, build, pinball, reunified, rankles
99.64,99.94,discuss, throatily, cols, build, pinball, earthing, rankles
99.7,99.94,discuss, throatily, cols, build, pinball, factorising, rankles
99.06,99.92,discuss, icings, cols, build, pinball, factorising, rankles
99.35,99.93,discuss, wriggled, cols, build, pinball, factorising, rankles
98.67,99.9,discuss, sways, cols, build, pinball, factorising, rankles
98.62,99.9,discuss, sways, cols, build, pinball, factorising, tolled
99.91,99.95,discuss, strainer, cols, build, pinball, factorising, tolled
100.45,99.96,discuss, strainer, cols, extinguishes, pinball, factorising, tolled
100.39,99.96,discuss, strainer, cols, extinguishes, pinball, factorising, cords
100.47,99.96,discuss, strainer, cols, extinguishes, pinball, factorising, reformist
100.51,99.96,discuss, strainer, cols, parted, pinball, factorising, reformist
101.06,99.97,discuss, strainer, cols, parted, pinball, capitalises, reformist
101.18,99.97,discuss, strainer, cols, grants, pinball, capitalises, reformist
101.29,99.98,discuss, strainer, cols, grants, pinball, oboist, reformist
101.32,99.98,discuss, strainer, cols, grants, pinball, oboist, suffocating
101.55,99.98,discuss, strainer, cols, grants, pinball, oboist, coronas
100.93,99.97,updated, debut, devastation, epidermal, arbitration, pantheistic, yelled
100.78,99.97,updated, debut, devastation, epidermal, arbitration, monarchist, yelled
100.96,99.97,updated, debut, seasickness, epidermal, arbitration, monarchist, yelled
101.28,99.98,updated, debut, voyeurs, epidermal, arbitration, monarchist, yelled
101.64,99.98,updated, debut, grandads, epidermal, arbitration, monarchist, yelled
101.28,99.98,updated, debut, grandads, epidermal, mill, monarchist, yelled
100.08,99.95,updated, debut, grandads, epidermal, mill, monarchist, priors
99.5,99.94,updated, debut, grandads, epidermal, mill, ulcerous, priors
98.97,99.92,updated, debut, grandads, overstretched, mill, ulcerous, priors
99.67,99.94,updated, debut, scramblers, overstretched, mill, ulcerous, priors
99.06,99.92,updated, debut, uncharitably, overstretched, mill, ulcerous, priors
98.74,99.9,updated, debut, uncharitably, overstretched, mill, ulcerous, invading
100.27,99.96,updated, debut, uncharitably, overstretched, mill, ulcerous, pillows
100.7,99.97,updated, debut, uncharitably, bacterium, mill, ulcerous, pillows
99.41,99.93,updated, debut, insatiably, bacterium, mill, ulcerous, pillows
99.0,99.92,updated, debut, insatiably, bacterium, documentation, ulcerous, pillows
98.6,99.9,tributary, debut, insatiably, bacterium, documentation, ulcerous, pillows
97.19,99.8,tributary, debut, insatiably, bacterium, documentation, ulcerous, prize
98.27,99.88,tributary, debut, insatiably, bacterium, documentation, previewers, prize
